title	genres	movieId	avg_movie_rating	rating_count	rating_std	release_year	genre_count	no_genre	genre_Action	genre_Adventure	genre_Animation	genre_Children	genre_Comedy	genre_Crime	genre_Documentary	genre_Drama	genre_Fantasy	genre_Film-Noir	genre_Horror	genre_IMAX	genre_Musical	genre_Mystery	genre_Romance	genre_Sci-Fi	genre_Thriller	genre_War	genre_Western
Postal (2007)	Action|Comedy|Thriller	55257	2.58898	118	1.27707	2007	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Seeker: The Dark Is Rising, The (2007)	Action|Adventure|Drama|Fantasy	55259	2.80392	153	1.06567	2007	4	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Heartbreak Kid, The (2007)	Comedy|Drama|Romance	55261	2.77985	402	0.992826	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Dan in Real Life (2007)	Comedy|Drama|Romance	55267	3.44669	1360	0.893886	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Darjeeling Limited, The (2007)	Adventure|Comedy|Drama	55269	3.73698	2956	0.864167	2007	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
We Own the Night (2007)	Crime|Drama	55272	3.24895	476	0.814667	2007	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Elizabeth: The Golden Age (2007)	Drama	55274	3.43987	607	0.801252	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Michael Clayton (2007)	Drama|Thriller	55276	3.75648	2934	0.768399	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Sleuth (2007)	Drama|Mystery|Thriller	55278	3.24522	157	1.0153	2007	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
Lars and the Real Girl (2007)	Comedy|Drama	55280	3.75431	1972	0.825369	2007	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30 Days of Night (2007)	Horror|Thriller	55282	3.06553	1404	0.994988	2007	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Rendition (2007)	Drama|Thriller	55284	3.39859	355	0.85014	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Things We Lost in the Fire (2007)	Drama|Romance	55286	3.52425	268	0.867845	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Reservation Road (2007)	Drama|Thriller	55288	3.29651	172	0.833782	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Gone Baby Gone (2007)	Crime|Drama|Mystery	55290	3.8241	2817	0.70713	2007	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Comebacks, The (2007)	Comedy	55292	2.10625	80	1.10721	2007	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weirdsville (2007)	Comedy|Crime|Drama	55294	3.125	12	1.11038	2007	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Dog Problem, The (2006)	Comedy	55298	2.69231	13	0.85485	2006	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relative Strangers (2006)	Comedy	55324	2.25	14	1.35519	2006	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alien Autopsy (2006)	Comedy|Sci-Fi	55329	2.46429	28	1.12158	2006	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Straightheads (Closure) (2007)	Crime|Drama	55343	2.83333	12	0.984732	2007	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Climates (Iklimler) (2006)	Drama	55360	3.25926	27	0.92373	2006	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Assassination of Jesse James by the Coward Robert Ford, The (2007)	Crime|Drama|Western	55363	3.64145	1725	0.949107	2007	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
Chronicle of a Summer (Chronique d'un été) (1961)	Documentary	55369	3.36111	18	1.28115	1961	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Breaking Point, The (1950)	Crime|Drama|Film-Noir	55373	3.75	4	0.288675	1950	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Nanny, The (1965)	Drama|Thriller	55389	3.6	10	1.12546	1965	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
10th & Wolf (2006)	Crime|Drama|Thriller	55391	2.99432	88	0.654315	2006	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Beaufort (2007)	Action|Drama|War	55402	3.37963	54	0.966101	2007	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Civic Duty (2006)	Drama|Thriller	55406	2.5	10	1.0274	2006	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Killing Floor, The (2007)	Crime|Horror|Mystery	55408	2.6	5	1.59687	2007	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Irina Palm (2007)	Drama	55417	3.52174	69	0.792589	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
I'm Reed Fish (2006)	Comedy|Drama|Romance	55419	3.1875	56	0.922263	2006	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Between Heaven and Hell (1956)	Drama|War	55434	3.25	2	1.06066	1956	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Final Season, The (2007)	Drama	55440	3.32759	29	0.956891	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Persepolis (2007)	Animation|Drama	55442	3.97199	2249	0.755388	2007	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Control (2007)	Drama	55444	3.83944	928	0.823126	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Jane Austen Book Club, The (2007)	Drama|Romance	55451	3.40395	354	0.873329	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
And the Pursuit of Happiness (La poursuite du bonheur) (1986)	Documentary	55460	3.5	2	0	1986	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Frostbitten (Frostbiten) (2006)	Comedy|Horror	55462	2.5	10	1.08012	2006	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Jonny Vang (2003)	Comedy|Drama|Mystery	55467	3.54545	11	0.568091	2003	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Graveyard of Honor (Shin jingi no hakaba) (2002)	Action|Crime|Thriller	55469	3.3125	8	1.19336	2002	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Wood & Stock: Sexo, Orégano e Rock'n'Roll (2006)	Animation|Comedy	55476	3.125	4	1.18145	2006	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fugitive Pieces (2007)	Drama	55485	3.75	4	0.645497	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Outlaw (2007)	Action|Crime|Drama|Thriller	55487	3.11111	9	0.89365	2007	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Good Time Girls, The (Bonnes femmes, Les) (1960)	Drama|Mystery|Romance	55489	3.7	10	0.788811	1960	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Last Winter, The (2006)	Horror	55492	2.93023	43	0.916654	2006	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Silk (2007)	Adventure|Drama|Romance	55498	2.91667	78	1.12647	2007	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Mary, Queen of Scots (1971)	Drama	55507	3.65789	19	0.727489	1971	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Can't Help Singing (1944)	Musical|Western	55512	3	2	0	1944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
I Want Someone to Eat Cheese With (2006)	Comedy	55517	3.07447	47	0.902766	2006	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manufacturing Dissent (2007)	Documentary	55549	2.5	13	1.30703	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Black Sheep (2006)	Comedy|Horror	55553	3.07292	384	1.04464	2006	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Edge of Heaven, The (Auf der anderen Seite) (2007)	Drama	55555	3.91374	342	0.77763	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tyler Perry's Why Did I Get Married? (2007)	Comedy|Drama	55566	2.77027	74	1.47395	2007	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Saw IV (2007)	Crime|Horror|Thriller	55577	2.83029	987	1.20063	2007	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
My Mom's New Boyfriend (2008)	Action|Comedy|Romance|Thriller	55603	2.92373	59	0.775784	2008	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
For the Bible Tells Me So (2007)	Documentary	55620	3.63274	113	0.982021	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gemini (Sôseiji) (1999)	Drama|Fantasy|Horror|Mystery|Thriller	55626	3.5	2	0	1999	5	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
Monster Walks, The (1932)	Horror	55628	1.25	4	0.645497	1932	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Scum (1979)	Crime|Drama	55652	3.67969	64	0.846877	1979	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Return to the 36th Chamber (Shao Lin da peng da shi) (1980)	Action|Comedy	55659	3	5	1.90394	1980	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Full of It (2007)	Comedy|Drama	55668	2.57143	14	0.780955	2007	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sea Wolf, The (1941)	Adventure|Drama	55671	3.63636	11	0.777525	1941	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Valhalla (1986)	Adventure|Animation|Children|Fantasy	55681	2.875	4	1.60078	1986	4	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
City of Violence, The (Jjakpae) (2006)	Action|Crime|Drama	55684	3.66667	12	0.685344	2006	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
My Kid Could Paint That (2007)	Documentary	55687	3.60922	206	0.74504	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Amanece, que no es poco (1989)	Comedy	55691	3.5	6	1.34164	1989	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Secret Sunshine (Milyang) (2007)	Comedy|Drama|Romance	55705	3.39583	24	0.977788	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Reckless Moment, The (1949)	Drama|Film-Noir	55713	3.8	15	0.492805	1949	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Elite Squad (Tropa de Elite) (2007)	Action|Crime|Drama|Thriller	55721	3.97049	898	0.784442	2007	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Year My Parents Went on Vacation, The (O Ano em Que Meus Pais Saíram de Férias) (2006)	Drama	55726	3.59821	56	0.811394	2006	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
King of California (2007)	Comedy	55729	3.29778	225	0.846603	2007	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martian Child (2007)	Comedy|Drama	55732	3.51439	278	0.914075	2007	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Flight of the Living Dead (2007)	Action|Horror|Sci-Fi	55737	2.58333	6	0.491596	2007	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Decoys (2004)	Comedy|Horror|Sci-Fi	55751	2	3	0.5	2004	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Chilly Scenes of Winter (Head Over Heels) (1979)	Comedy|Drama|Romance	55757	3.21429	7	0.859125	1979	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
American Gangster (2007)	Crime|Drama|Thriller	55765	3.82542	5055	0.737068	2007	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Bee Movie (2007)	Animation|Comedy	55768	3.01093	915	0.965142	2007	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citizen Dog (Mah nakorn) (2004)	Comedy|Fantasy|Romance	55782	3.25	6	0.41833	2004	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Before the Devil Knows You're Dead (2007)	Crime|Drama|Thriller	55805	3.54418	1177	0.842737	2007	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)	Drama	55814	3.93409	1540	0.836373	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
No Country for Old Men (2007)	Crime|Drama	55820	3.99439	10248	0.856347	2007	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Ripley Under Ground (2005)	Drama|Romance|Thriller	55826	3.16667	6	0.68313	2005	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
Be Kind Rewind (2008)	Comedy	55830	3.23064	1511	0.863487	2008	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itty Bitty Titty Committee (2007)	Comedy|Drama|Romance	55844	3.12037	54	1.11987	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Crazy Love (2007)	Documentary	55851	3.43636	55	0.828064	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fugitive, The (1947)	Drama	55854	3.54444	45	0.922091	1947	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Azur & Asmar (Azur et Asmar) (2006)	Adventure|Animation|Children	55856	3.375	20	1.23411	2006	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
August Rush (2007)	Drama|Musical	55872	3.6075	800	1.04334	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Space Is The Place (1974)	Sci-Fi	55875	3	4	1.22474	1974	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dawn Rider, The (1935)	Western	55888	2.625	4	1.65202	1935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desperate Hours, The (1955)	Drama|Film-Noir|Thriller	55895	3.75472	106	0.734345	1955	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
You, the Living (Du levande) (2007)	Comedy|Drama|Musical	55901	3.69477	172	0.975505	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Man from Earth, The (2007)	Drama|Sci-Fi	55908	3.93432	1751	0.954073	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Hellfighters (1968)	Action|Adventure	55926	3.36765	34	0.890257	1968	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lions For Lambs (2007)	Drama|Thriller|War	55946	2.98706	309	1.00073	2007	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Fred Claus (2007)	Children|Comedy|Fantasy	55955	2.72009	234	1.03463	2007	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Beowulf (2007)	Action|Adventure|Animation|Fantasy|IMAX	55995	3.05189	1532	0.967845	2007	5	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Mr. Magorium's Wonder Emporium (2007)	Children|Comedy|Fantasy	55999	3.27331	472	0.994404	2007	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Love in the Time of Cholera (2007)	Drama|Romance	56001	2.95918	147	1.06872	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Southland Tales (2006)	Comedy|Drama|Sci-Fi|Thriller	56003	2.73035	369	1.239	2006	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0
Ever Since the World Ended (2001)	Fantasy|Sci-Fi	56006	3.9	10	0.699206	2001	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
American Soldier, The (Der amerikanische Soldat) (1970)	Drama	56009	3	1		1970	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Evening with Kevin Smith 2: Evening Harder, An (2006)	Comedy|Documentary	56012	3.6547	181	1.09587	2006	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Kansas City Confidential (1952)	Crime|Drama|Film-Noir|Mystery	56015	3.56034	58	0.822265	1952	4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
Harrison Bergeron (1995)	Drama|Sci-Fi	56022	3.61538	13	1.0032	1995	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Rails & Ties (2007)	Drama	56028	2.66667	12	1.05169	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Darfur Now (2007)	Documentary	56030	3.11538	13	1.04391	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Heavens Fall (2006)	Drama	56051	2.8	5	1.35093	2006	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
I Served the King of England (Obsluhoval jsem anglického krále) (2006)	Comedy|Drama|Romance|War	56060	3.57222	90	0.973125	2006	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Texas Terror (1935)	Action|Romance|Western	56067	1.875	4	0.946485	1935	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Murder Party (2007)	Comedy|Drama|Horror|Thriller	56069	3.42857	21	1.0987	2007	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Smiley Face (2007)	Comedy	56079	3.11278	133	1.30066	2007	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12 (2007)	Crime|Drama|Thriller|War	56093	3.55333	75	1.08607	2007	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0
XXY (2007)	Drama	56095	3.60377	53	0.851235	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Steel Helmet, The (1951)	Action|Drama|War	56098	3.63158	19	0.847252	1951	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Endgame: Blueprint for Global Enslavement (2007)	Documentary	56102	2	2	0	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Blame it on Fidel! (La faute à Fidel!) (2006)	Drama	56141	3.70833	72	0.871093	2006	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mist, The (2007)	Horror|Sci-Fi	56145	3.48438	1665	0.967188	2007	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Enchanted (2007)	Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance	56152	3.59387	2120	0.888371	2007	7	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Hitman (2007)	Action|Crime|Thriller	56156	3.07041	916	1.00066	2007	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
This Christmas (2007)	Comedy|Drama|Romance	56158	2.78947	38	1.20602	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
P2 (2007)	Horror|Thriller	56165	2.55357	112	0.982636	2007	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Om Shanti Om (2007)	Action|Drama|Musical|Romance	56167	3.13571	70	1.21858	2007	4	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
Awake (2007)	Drama|Thriller	56169	3.1009	332	0.952608	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Golden Compass, The (2007)	Adventure|Children|Fantasy	56171	3.18133	1784	0.929539	2007	3	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
I Am Legend (2007)	Action|Horror|IMAX|Sci-Fi|Thriller	56174	3.48956	6467	0.880507	2007	5	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
Alvin and the Chipmunks (2007)	Children|Comedy	56176	2.51797	612	1.16045	2007	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Futurama: Bender's Big Score (2007)	Animation|Comedy|Sci-Fi	56251	3.76845	1328	0.808092	2007	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Symbiopsychotaxiplasm: Take One (1968)	Documentary	56253	3.57143	14	1.0351	1968	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Margot at the Wedding (2007)	Drama	56274	3.01296	270	0.97878	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
I'm Not There (2007)	Drama	56286	3.45481	509	0.984587	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Beyond the Law (1993)	Crime|Drama|Thriller	56294	2.33333	3	0.763763	1993	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Shepherd of the Hills, The (1941)	Drama	56313	2.66667	3	0.57735	1941	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
As Far As My Feet Will Carry Me (So weit die Füße tragen) (2001)	Drama|War	56331	3.9375	8	0.320435	2001	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Savages, The (2007)	Comedy|Drama	56333	3.59362	705	0.782734	2007	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Wrong Turn 2: Dead End (2007)	Action|Horror|Thriller	56336	2.325	100	1.14454	2007	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Orphanage, The (Orfanato, El) (2007)	Drama|Horror|Mystery|Thriller	56339	3.77172	1669	0.795116	2007	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
That Hamilton Woman (1941)	Drama|Romance|War	56350	3.67949	39	0.601393	1941	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Juno (2007)	Comedy|Drama|Romance	56367	3.851	10668	0.856346	2007	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Goodbye Bafana (Color of Freedom, The) (2007)	Drama|War	56370	3.71875	48	0.667691	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Tokyo Twilight (Tôkyô boshoku) (1957)	Drama	56372	3.83333	15	1.08012	1957	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)	Documentary	56379	3.5	108	1.09374	2006	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
My Blueberry Nights (2007)	Drama|Romance	56389	3.35381	407	0.915859	2007	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Swimming Pool, The (La piscine) (1969)	Crime|Drama	56432	3.44231	26	0.739282	1969	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Cake (2005)	Comedy|Romance	56449	2.66667	3	1.04083	2005	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Day of the Dead 2: Contagium (2005)	Horror|Sci-Fi	56456	1.9	5	1.38744	2005	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
My Mother (Ma mère) (2004)	Drama	56474	2.90476	21	0.860509	2004	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Noise (2004)	Drama|Thriller	56477	2.25	2	0.353553	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Party Monster (1998)	Documentary	56479	3.44915	59	0.945474	1998	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Return to Sender (2004)	Drama|Thriller	56485	3	2	0	2004	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Buy the Ticket, Take the Ride: Hunter S. Thompson on Film (2006)	Documentary	56490	4.1	5	0.894427	2006	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Starting Out in the Evening (2007)	Drama	56508	3.53211	109	0.73998	2007	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Redacted (2007)	Action|Crime|Drama|War	56511	2.86842	38	1.234	2007	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Suicide Killers (2006)	Documentary	56513	4.5	1		2006	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Devil Came on Horseback, The (2007)	Documentary	56515	3.06667	15	1.13179	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
All Passion Spent (1986)	Drama	56548	4.66667	3	0.57735	1986	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Treatment, The (2006)	Comedy|Drama|Romance	56551	3.375	4	0.75	2006	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
10 Questions for the Dalai Lama (2006)	Documentary	56561	3.5	25	0.968246	2006	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Helvetica (2007)	Documentary	56563	3.69395	281	0.808835	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mary (2005)	Drama|Thriller	56570	3.1	5	1.19373	2005	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Journey from the Fall (2006)	Drama	56574	3.5	6	0.774597	2006	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
War on Democracy, The (2007)	Documentary	56580	3.77778	9	0.939119	2007	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
